15;300
0.87;0.75;0.94;0.87;0.41;0.30;0.63;0.16;0.47;0.52;0.76;0.57;0.45;0.56;0.35;0.52;0.11;0.50;0.18;0.20;0.37;0.75;0.19;0.45;0.81;0.70;0.33;0.91;0.07;0.96;0.65;0.15;0.23;0.11;0.64;0.18;0.64;0.52;0.07;0.73;0.09;0.05;0.58;0.24;0.52;0.05;0.54;0.83;0.49;0.18;0.89;0.03;0.14;0.78;0.84;0.90;0.80;0.69;0.07;0.28;0.07;0.33;0.96;0.25;0.06;0.63;0.56;0.44;0.42;0.62;0.93;0.30;0.96;0.53;0.93;0.35;0.02;0.61;0.25;0.51;0.88;0.78;0.72;0.02;0.68;0.00;0.06;0.07;0.50;0.49;0.13;0.84;0.50;0.13;0.73;0.23;0.05;0.57;0.50;0.21;0.97;0.63;0.68;0.79;0.24;0.43;0.22;0.29;0.57;0.75;0.49;0.29;0.20;0.61;0.64;0.33;0.84;0.17;0.73;0.80;0.25;0.98;0.13;0.96;0.24;0.89;0.87;0.40;0.28;0.55;0.21;0.20;0.29;0.44;0.42;0.71;0.84;0.93;0.55;0.18;0.81;0.53;0.06;0.16;0.48;0.07;0.20;0.84;0.20;0.91;0.37;0.67;0.85;0.64;0.33;0.00;0.09;0.91;0.47;0.13;0.51;0.33;0.40;0.72;0.91;0.18;0.71;0.78;0.63;0.96;0.44;0.70;0.99;0.34;0.18;0.27;0.90;0.03;0.05;0.18;0.46;0.77;0.61;0.24;0.33;0.19;0.01;0.67;0.96;0.64;0.12;0.41;0.86;0.81;0.87;0.34;0.88;0.88;0.69;0.74;0.85;0.53;0.84;0.04;0.79;0.81;0.41;0.12;0.99;0.45;0.77;0.13;0.12;0.50;0.91;0.50;0.06;0.56;0.09;0.71;0.31;0.22;0.40;0.60;0.63;0.25;0.01;0.89;0.09;0.40;0.37;0.53;0.77;0.26;0.38;0.18;0.40;0.05;0.83;0.96;0.11;0.28;0.97;0.11;0.32;0.58;0.52;0.64;0.97;0.04;0.04;0.73;0.91;0.34;0.72;0.51;0.46;0.80;0.45;0.63;0.75;0.53;0.31;0.60;0.67;0.26;0.87;0.41;0.88;0.13;0.42;0.48;0.23;0.54;0.56;0.06;0.05;0.98;0.74;0.03;0.17;0.77;0.96;0.39;0.73;0.35;0.32;0.68;0.66;0.20;0.04;0.69;0.19;0.45;0.41;0.51;0.94;0.08;0.07;0.11;
0.70;0.76;0.75;0.70;0.91;0.72;0.35;0.50;0.50;0.23;0.36;0.40;0.75;0.37;0.02;0.78;0.21;0.58;0.56;0.93;0.80;0.84;0.01;0.81;0.88;0.33;0.01;0.82;0.58;0.14;0.69;0.72;0.60;0.28;0.87;0.18;0.49;0.40;0.85;0.88;0.69;0.66;0.39;0.39;0.77;0.88;0.03;0.02;0.69;0.95;0.49;0.14;0.65;0.95;0.42;0.26;0.66;0.28;0.30;0.16;0.84;0.20;0.64;0.03;0.70;0.88;0.51;0.39;0.66;0.10;0.34;0.09;0.45;0.92;0.03;0.24;0.63;0.99;0.38;0.19;0.10;0.77;0.58;0.30;0.24;0.14;0.86;0.05;0.32;0.47;0.83;0.63;0.13;0.19;0.54;0.70;0.76;0.05;0.41;0.42;0.12;0.43;0.22;0.36;0.45;0.81;0.93;0.78;0.58;0.43;0.10;0.47;0.97;0.89;0.81;0.82;0.21;0.10;0.38;0.38;0.31;0.57;0.43;0.36;0.26;0.31;0.46;0.99;0.84;0.31;0.07;0.89;0.64;0.45;0.50;0.29;0.69;0.27;0.62;0.67;0.55;0.66;0.31;0.48;0.58;0.98;0.91;0.06;0.47;0.66;0.71;0.34;0.81;0.36;0.27;0.39;0.77;0.29;0.96;0.83;0.08;0.14;0.62;0.08;0.24;0.28;0.72;0.19;0.10;0.65;0.25;0.87;0.18;0.82;0.80;0.97;0.44;0.17;0.93;0.12;0.05;0.97;0.68;0.84;0.99;0.64;0.21;0.78;0.72;0.97;0.29;0.00;0.80;0.27;0.97;0.43;0.70;0.00;0.91;0.63;0.45;0.26;0.55;0.37;0.11;0.92;0.94;0.68;0.04;0.87;0.01;0.89;0.20;0.05;0.89;0.85;0.50;0.43;0.43;0.97;0.53;0.12;0.95;0.73;0.85;0.07;0.25;0.11;0.34;0.75;0.01;0.34;0.47;0.15;0.09;0.19;0.60;0.24;0.80;0.49;0.72;0.85;0.43;0.34;0.75;0.51;0.71;0.82;0.27;0.33;0.24;0.35;0.17;0.48;0.43;0.39;0.16;0.30;0.46;0.02;0.92;0.11;0.35;0.17;0.31;0.13;0.72;0.58;0.23;0.04;0.51;0.79;0.95;0.61;0.87;0.08;0.74;0.55;0.42;0.39;0.53;0.15;0.20;0.16;0.64;0.06;0.18;0.57;0.61;0.08;0.35;0.91;0.99;0.71;0.53;0.53;0.09;0.03;0.29;0.55;
0.04;0.52;0.92;0.14;0.79;0.93;0.98;0.12;0.31;0.22;0.69;0.35;0.06;0.90;0.48;0.59;0.58;0.76;0.90;0.26;0.07;0.09;0.64;0.84;0.27;0.13;0.45;0.89;0.88;0.28;0.66;0.54;0.78;0.95;0.47;0.14;0.54;0.76;0.13;0.96;0.75;0.89;0.24;0.80;0.74;0.85;0.42;0.12;0.24;0.10;0.06;0.45;0.78;0.04;0.40;0.81;0.46;1.00;0.64;0.62;0.80;0.63;0.89;0.45;0.48;0.12;0.31;0.59;0.74;0.27;0.49;0.83;0.90;0.03;0.82;0.68;0.30;0.99;0.41;0.10;0.64;0.33;0.59;0.85;0.89;0.41;0.68;0.68;0.24;0.36;0.85;0.09;0.44;0.20;0.72;0.86;0.26;0.06;0.69;0.85;0.37;0.21;0.26;0.29;0.79;0.18;0.34;0.36;0.32;0.67;0.99;0.70;1.00;0.73;0.96;0.88;0.34;0.37;0.49;0.39;0.42;0.32;0.81;0.98;0.49;0.78;0.32;0.49;0.37;0.95;0.59;0.49;0.32;0.49;0.25;0.99;0.45;0.23;0.39;0.70;0.57;0.48;0.17;0.90;0.41;0.16;0.39;0.97;0.87;0.03;0.90;0.31;0.54;0.89;0.35;0.84;0.62;0.33;0.21;0.97;0.47;0.27;0.60;0.17;0.08;0.04;0.68;0.70;0.07;0.87;0.88;0.17;0.45;0.44;0.07;0.93;0.77;0.86;0.36;0.08;0.46;0.91;0.48;0.96;0.53;0.16;0.71;0.93;0.67;0.78;0.54;0.76;0.23;0.32;0.05;0.81;0.70;0.88;0.14;0.65;0.34;0.37;0.00;0.35;0.81;0.39;0.71;0.85;0.97;0.57;0.37;0.41;0.79;0.62;0.97;0.89;0.73;0.59;0.08;0.31;0.01;0.02;0.52;0.47;0.10;0.80;0.36;0.94;0.99;0.48;0.96;0.04;0.06;0.58;0.41;0.59;0.95;0.62;0.20;0.40;0.28;0.74;0.96;0.47;0.18;0.86;0.16;0.91;0.14;0.70;0.44;0.14;0.20;0.24;0.19;0.26;0.38;0.85;0.72;0.35;0.02;0.31;0.71;0.85;0.04;0.15;0.68;0.00;0.91;0.82;0.98;0.10;0.07;0.18;0.95;0.31;0.60;0.64;0.07;0.41;0.89;0.92;0.63;0.26;0.88;0.39;0.34;0.61;0.49;0.13;0.96;0.97;0.78;0.76;0.96;0.85;0.16;0.06;0.99;0.63;
0.96;0.18;0.50;0.63;0.73;0.82;0.92;0.05;0.05;0.69;0.38;0.15;0.96;0.71;0.65;0.04;0.90;0.03;0.77;0.29;0.55;0.36;0.64;0.04;0.15;0.14;0.38;0.96;0.78;0.36;0.05;0.90;0.41;0.83;0.04;0.42;0.82;0.78;0.01;0.62;0.11;0.26;0.04;0.06;0.23;0.93;0.25;0.40;0.77;0.28;0.76;0.61;0.19;0.90;0.45;0.46;0.12;0.07;0.98;0.72;0.33;0.11;0.34;0.36;0.59;0.50;0.80;0.52;0.52;0.71;0.91;0.80;0.80;0.01;0.22;0.51;0.67;0.46;0.70;0.21;0.22;0.16;0.77;0.88;0.55;0.78;0.89;0.44;0.26;0.08;0.63;0.14;0.19;0.74;0.49;0.55;0.16;0.38;0.25;0.68;0.29;0.27;0.10;0.46;0.63;0.27;0.49;0.66;0.84;0.09;0.94;0.79;0.19;0.10;0.45;0.14;0.66;0.82;0.06;0.39;0.38;0.43;0.90;0.70;0.79;0.43;0.02;0.31;0.58;0.31;0.78;0.75;0.83;0.05;0.36;0.09;0.98;0.49;0.17;0.15;0.62;0.62;0.81;0.79;0.89;0.70;0.85;0.16;0.91;0.08;0.87;0.07;0.53;0.19;0.06;0.70;0.98;0.93;0.26;0.12;0.93;0.18;0.44;0.22;0.22;0.52;0.55;0.55;0.64;0.98;0.04;0.03;0.23;0.25;0.68;0.26;0.27;0.79;0.85;0.68;0.93;0.56;0.35;0.94;0.21;0.61;0.37;0.74;0.64;0.55;0.56;0.88;0.92;0.57;0.16;0.16;0.36;0.44;0.58;0.09;0.64;0.81;0.24;0.92;0.45;0.18;0.23;0.93;0.60;0.69;0.96;0.84;0.57;0.12;0.36;0.86;0.79;0.68;0.64;0.56;0.56;0.37;0.72;0.84;0.12;0.65;0.01;0.26;0.64;0.32;0.67;0.60;0.39;0.12;0.42;0.45;0.10;0.51;0.53;0.83;0.40;0.72;0.25;0.95;0.24;0.67;0.38;0.90;0.27;0.02;0.97;0.06;0.53;0.77;0.66;0.77;0.55;0.37;0.84;0.20;0.90;0.32;0.89;0.16;0.96;0.51;0.16;0.86;0.78;0.35;0.38;0.11;0.61;0.02;0.56;0.50;0.49;0.61;0.73;0.55;0.18;0.90;0.84;0.60;0.74;0.16;0.41;0.45;0.38;0.80;0.13;0.29;0.55;0.25;0.86;0.75;0.66;0.77;0.63;0.02;
0.89;0.16;0.82;0.10;0.91;0.55;0.01;0.32;0.73;0.50;0.87;0.05;0.83;0.65;0.33;0.56;0.33;0.00;0.27;0.34;0.01;0.85;0.06;0.28;0.04;0.91;0.81;0.29;0.91;0.90;0.50;0.51;0.83;0.44;0.02;0.64;0.46;0.38;0.70;0.11;0.35;0.01;0.08;0.08;0.77;0.20;0.73;0.11;0.34;0.03;0.27;0.55;0.29;0.14;0.90;0.51;0.55;0.62;0.80;0.92;0.30;0.24;0.11;0.10;0.53;0.55;0.29;0.65;0.70;0.19;0.69;0.18;0.02;0.08;0.32;0.61;0.47;0.95;0.29;0.26;0.76;0.75;0.84;0.04;0.08;0.13;0.56;0.23;0.84;0.07;0.22;0.48;0.92;0.00;0.85;0.38;0.13;0.83;0.42;0.98;0.59;0.10;0.23;0.38;0.20;0.40;0.38;0.03;0.29;0.85;0.24;0.17;0.90;0.20;0.78;0.05;0.99;0.59;0.47;0.23;0.53;0.35;0.59;0.29;0.97;0.97;0.89;0.69;0.03;0.01;0.25;0.45;0.92;0.67;0.22;0.38;0.96;0.04;0.23;0.59;0.70;0.74;0.10;0.67;0.05;0.95;0.41;0.83;0.43;0.17;0.70;0.67;0.44;0.27;0.50;0.15;0.55;0.44;0.99;0.31;0.10;0.80;0.47;0.22;0.01;0.15;0.94;0.15;0.07;0.43;0.68;0.98;0.72;0.94;0.21;0.07;0.29;0.32;0.07;0.56;0.86;0.37;0.24;0.24;0.30;0.90;0.93;0.62;0.78;0.47;0.75;0.86;0.17;0.78;0.73;0.30;0.60;0.07;0.03;0.65;0.23;0.50;0.21;0.24;0.65;0.11;0.52;0.21;0.63;0.91;0.77;0.56;0.31;0.68;0.67;0.45;0.71;0.42;0.68;0.53;0.10;0.34;0.99;0.94;0.78;0.51;0.89;0.43;0.96;0.95;0.71;0.85;0.69;0.18;0.18;0.94;0.98;0.31;0.62;0.71;0.37;0.34;0.14;0.77;0.16;0.95;0.98;0.27;0.26;0.15;0.23;0.74;0.90;0.22;0.39;0.11;0.15;0.89;0.65;0.16;0.34;0.41;0.24;0.96;0.00;0.01;0.14;0.47;0.68;0.35;0.03;0.60;0.73;0.23;0.65;0.41;0.17;0.07;0.64;0.99;0.99;0.85;0.62;0.12;0.30;0.22;0.43;0.03;0.44;0.82;0.33;0.13;0.55;0.35;0.67;0.87;0.10;0.13;0.48;0.77;
0.58;0.41;0.72;0.01;0.68;0.46;1.00;0.93;0.71;0.89;1.00;0.34;0.05;0.32;0.81;0.89;0.28;0.53;0.54;0.85;0.24;0.05;0.97;0.66;0.92;0.57;0.79;0.95;0.61;0.43;0.32;0.17;0.10;0.84;0.94;0.31;0.09;0.66;0.86;0.24;0.34;0.33;0.86;0.79;0.64;0.16;0.13;0.04;0.97;0.94;0.51;0.94;0.27;0.30;0.59;0.60;0.42;0.48;0.36;0.96;0.34;0.00;0.66;0.56;0.24;0.26;0.19;0.31;0.07;0.99;0.78;0.15;0.52;0.82;0.32;0.22;0.19;0.88;0.05;0.17;0.26;0.52;0.17;0.74;0.42;0.62;0.84;0.40;0.03;0.18;0.60;0.34;0.18;0.82;0.68;0.74;0.76;0.94;0.57;0.91;0.59;0.06;0.43;0.06;0.67;0.92;0.88;0.73;0.77;0.16;0.18;0.46;0.65;0.58;0.25;0.00;0.98;0.04;0.73;0.39;0.41;0.70;0.90;0.66;0.08;0.69;0.48;0.08;0.63;0.32;0.28;0.79;0.36;0.28;0.97;0.92;0.45;0.27;0.79;0.79;0.79;0.45;0.52;0.94;0.26;0.95;0.60;0.14;0.09;0.43;0.76;0.43;0.83;0.55;0.76;0.35;0.35;0.41;0.87;0.39;0.76;0.93;0.40;0.52;0.90;0.26;0.79;0.41;0.22;0.70;0.67;0.56;0.87;0.76;0.99;0.00;0.27;0.35;0.59;0.94;0.53;0.62;0.22;0.66;0.23;0.49;0.10;0.70;0.27;0.20;0.53;0.10;0.95;0.41;0.98;0.84;0.98;0.64;0.47;0.42;0.88;0.65;0.31;0.50;0.12;0.72;0.16;0.18;0.41;0.18;0.71;0.48;0.68;0.77;0.75;0.63;0.69;0.55;0.64;0.07;0.83;0.42;0.43;0.60;0.08;0.90;0.25;0.20;0.16;0.01;0.93;0.74;0.85;0.82;0.81;0.24;0.46;0.88;0.25;0.14;0.83;0.48;0.59;0.26;0.75;0.99;0.16;0.60;0.05;0.33;0.67;0.40;0.84;0.48;0.38;0.90;0.60;0.61;0.20;0.53;0.68;0.22;0.87;0.99;0.36;0.09;0.90;0.70;0.37;0.31;0.42;0.97;0.21;0.08;0.05;0.69;0.29;0.22;0.48;0.12;0.80;0.52;0.05;0.89;0.15;0.04;0.98;0.52;0.21;0.65;0.37;0.34;0.60;0.84;0.50;0.85;0.95;0.65;0.59;0.40;
0.76;0.36;0.24;0.64;0.02;0.15;0.58;0.67;0.96;0.37;0.34;0.86;0.23;0.67;0.36;0.06;0.31;0.42;0.71;0.60;0.86;0.16;0.88;0.96;0.13;0.93;0.48;0.50;0.26;0.41;0.94;0.12;0.21;0.76;0.45;0.84;0.19;0.88;1.00;0.61;0.42;0.64;0.45;0.67;0.84;0.21;0.43;0.90;0.26;0.30;0.35;0.35;0.89;0.61;0.69;0.11;0.25;0.02;0.06;0.30;0.05;0.66;0.22;0.71;0.34;0.87;0.99;0.92;0.88;0.41;0.32;0.49;0.69;0.19;0.49;0.92;0.95;0.76;0.07;0.41;0.47;0.67;0.54;0.61;0.55;0.40;0.17;0.68;0.59;0.35;0.59;0.78;0.44;0.96;0.25;0.24;0.51;0.34;0.21;0.20;0.58;0.12;0.95;0.37;0.55;0.99;0.12;0.08;0.64;0.63;1.00;0.30;0.19;0.99;0.73;0.80;0.66;0.71;0.89;0.80;0.53;0.40;0.16;0.79;0.48;0.33;0.97;0.31;0.77;0.80;0.43;0.47;0.48;0.04;0.10;0.02;0.32;0.95;0.37;0.52;0.85;0.61;0.09;0.98;0.03;0.61;0.29;0.02;0.64;0.62;0.60;0.11;0.57;0.61;0.57;0.01;0.89;0.60;0.32;0.69;0.98;0.02;0.65;0.74;0.97;0.58;0.44;0.84;0.83;0.28;0.11;0.63;0.83;0.01;0.87;0.80;0.74;0.53;0.86;0.44;0.61;0.37;0.60;0.31;0.96;0.38;0.52;0.58;0.06;0.09;0.32;0.19;0.29;0.17;0.57;0.28;0.55;0.50;0.00;0.02;0.69;0.15;0.96;0.07;0.71;0.89;0.19;0.52;0.28;0.23;0.02;0.98;0.96;0.02;0.21;0.94;0.52;0.33;0.03;0.12;0.38;0.52;0.41;0.70;0.79;0.38;0.87;0.85;0.90;0.12;0.34;0.98;0.74;0.50;0.30;0.44;0.49;0.67;0.25;0.04;0.11;0.94;0.14;0.13;0.96;0.29;0.58;0.46;0.81;0.78;0.19;0.90;0.71;0.16;0.10;0.62;0.45;0.57;0.65;0.23;0.17;0.79;0.95;0.03;0.82;0.22;0.62;0.04;0.09;0.82;0.79;0.39;0.75;0.03;0.53;0.16;0.82;0.60;0.72;0.52;0.43;0.52;0.01;0.25;0.17;0.23;0.75;0.44;0.29;0.47;0.27;0.99;0.62;0.62;0.95;0.29;0.74;0.48;0.04;0.94;
0.82;0.94;0.59;0.97;0.56;0.70;0.82;0.44;0.78;0.46;0.80;0.50;0.71;0.77;0.70;0.33;0.15;0.53;0.70;0.56;0.80;1.00;0.27;0.48;0.40;0.42;0.94;0.85;0.53;0.38;0.20;0.35;0.99;0.05;0.15;0.01;0.83;0.94;0.56;0.13;0.69;0.04;0.68;0.31;0.51;0.46;0.08;0.06;0.59;0.40;0.63;0.47;0.62;0.75;0.70;0.13;0.66;0.92;0.22;0.21;0.92;0.81;0.26;0.19;0.80;0.08;0.72;0.30;0.06;0.67;0.14;0.02;0.60;0.01;0.68;0.43;0.37;0.72;0.25;0.27;0.50;0.82;0.16;0.04;0.49;0.84;0.58;0.92;0.91;0.25;0.16;0.91;0.10;0.57;0.26;0.85;0.51;0.66;0.48;0.20;0.49;0.22;0.90;0.74;0.83;0.64;0.63;0.21;0.85;0.63;0.56;0.23;0.73;0.83;0.65;0.16;0.38;0.97;0.65;0.17;0.54;0.65;0.88;0.50;0.67;0.75;0.66;0.35;0.82;0.15;0.03;0.84;0.95;0.98;0.51;0.05;0.09;0.13;0.17;0.44;0.18;0.20;0.79;0.27;0.00;0.19;0.37;0.58;0.97;0.73;0.40;0.54;0.71;0.44;0.15;0.66;0.92;0.36;0.18;0.63;0.51;0.94;0.12;0.64;0.88;0.36;0.59;0.58;0.98;0.21;0.27;0.07;0.09;0.63;0.62;0.80;0.14;0.29;0.79;0.04;0.29;0.14;0.33;0.29;0.39;0.22;0.57;0.67;0.31;0.16;0.85;0.09;0.36;0.95;0.61;0.99;0.63;0.97;0.62;0.61;0.70;0.97;0.99;0.33;0.92;0.81;0.26;0.47;0.63;0.27;0.21;0.60;0.65;0.47;0.42;0.82;0.74;0.35;0.96;0.02;0.19;0.85;0.34;0.48;0.26;0.42;0.70;0.26;0.03;0.03;0.04;0.33;0.99;0.97;0.58;0.99;0.04;0.04;0.47;0.63;0.39;0.47;0.62;0.26;0.84;0.34;0.92;0.40;0.64;0.66;0.05;0.39;0.79;0.37;0.51;0.94;0.64;0.92;0.40;0.06;0.16;0.07;0.65;0.11;0.35;0.57;0.71;0.90;0.37;0.09;0.69;0.03;0.77;0.04;0.73;0.82;0.52;0.95;0.33;0.20;0.56;0.43;0.34;0.76;0.50;0.57;0.26;0.32;0.09;0.66;0.28;0.65;0.45;0.89;0.21;0.22;0.48;0.49;0.03;0.80;
0.36;0.37;0.52;0.77;0.83;0.87;0.42;0.98;0.94;0.70;0.67;0.54;0.63;0.56;0.31;0.88;0.30;0.08;0.56;0.76;0.27;0.01;0.39;0.74;0.95;0.71;0.38;0.68;0.03;0.72;0.94;0.35;0.99;0.48;0.39;0.49;0.87;0.73;0.26;0.68;0.83;0.00;0.97;0.43;0.98;0.12;0.82;0.90;0.56;0.41;0.78;0.53;0.06;0.27;0.52;0.44;0.86;0.61;0.77;0.40;0.51;0.54;0.66;0.43;0.22;0.94;0.51;0.85;0.17;0.71;0.39;0.76;0.60;0.29;0.06;0.29;0.32;0.97;0.76;0.32;0.96;0.32;0.28;0.09;0.93;0.67;0.69;0.48;0.40;0.24;0.39;0.58;0.52;0.92;0.49;0.70;0.57;0.18;0.07;0.21;0.07;0.79;0.61;0.73;0.75;0.38;0.51;1.00;0.76;0.80;0.95;0.14;0.80;0.48;0.19;0.42;0.61;0.71;0.84;0.74;0.78;0.70;0.23;0.34;0.21;0.05;0.33;0.35;0.96;0.80;0.67;0.56;0.17;0.84;0.73;0.98;0.56;0.01;0.96;0.14;0.91;0.30;0.35;0.27;0.45;0.31;0.50;0.61;0.98;0.65;0.80;0.91;0.57;0.80;0.18;0.62;0.99;0.25;0.51;0.19;0.88;0.06;0.04;0.76;0.91;0.71;0.19;0.04;0.01;0.63;0.57;0.52;0.22;0.65;0.41;0.24;0.08;0.08;0.38;0.63;0.21;0.28;0.55;0.54;0.22;0.44;0.12;0.28;0.47;0.99;0.79;0.92;0.70;0.64;0.92;0.97;0.29;0.65;0.87;0.25;0.96;0.49;0.80;0.95;0.52;0.23;0.77;0.06;0.69;0.36;0.74;0.50;0.16;0.98;0.67;0.22;0.85;0.29;0.33;0.54;0.70;0.29;0.67;0.69;0.34;0.60;0.33;0.34;0.94;0.97;0.21;0.59;0.58;0.96;0.42;0.19;0.91;0.59;0.15;0.44;0.30;0.55;0.04;0.51;0.02;0.98;0.04;0.10;0.33;0.77;0.12;0.59;0.58;0.28;0.90;0.86;0.07;0.67;0.95;0.98;0.34;0.95;0.56;0.81;0.00;0.05;0.73;0.31;0.81;0.63;0.55;0.19;0.48;0.82;0.38;0.88;0.23;0.87;0.89;0.59;0.57;0.20;0.69;0.46;0.61;0.03;0.29;0.10;0.68;0.73;0.86;0.16;0.40;0.96;0.79;0.74;0.29;0.23;0.11;0.13;
0.30;0.14;0.61;0.88;0.07;0.20;0.79;0.53;0.57;0.42;0.92;0.37;0.06;0.25;0.27;0.20;0.86;0.69;0.74;0.62;0.81;0.56;0.45;0.74;0.16;0.91;0.09;0.94;0.58;0.53;0.73;1.00;0.68;0.44;0.29;0.77;0.17;0.96;0.81;0.19;0.62;0.58;0.87;0.59;0.70;0.59;0.49;0.23;0.11;0.76;0.52;0.76;0.57;0.83;0.62;0.89;0.87;0.86;0.15;0.55;0.53;0.79;0.62;0.82;0.37;0.39;0.81;0.98;0.38;0.22;0.32;0.71;0.37;0.75;0.16;0.38;0.82;0.89;0.05;0.01;0.37;0.76;0.81;0.77;0.43;0.34;0.23;0.03;0.24;0.94;0.41;0.36;0.98;0.25;0.84;0.32;0.90;0.58;0.75;0.89;0.30;0.85;0.57;0.62;0.11;0.35;0.95;0.58;0.49;0.94;0.53;0.88;0.58;0.99;0.47;0.86;0.29;0.54;0.77;0.02;0.94;0.54;0.75;0.23;0.88;0.39;0.05;0.52;0.32;0.84;0.54;0.85;0.25;0.58;0.56;1.00;0.60;0.55;0.29;0.68;0.09;0.11;0.60;0.26;0.54;0.70;0.12;0.47;0.90;0.26;0.36;0.65;0.41;0.63;0.27;0.64;0.48;0.91;0.23;0.56;0.76;0.90;0.03;0.04;0.26;0.34;0.53;0.50;0.44;0.32;0.62;0.12;0.11;0.06;0.33;1.00;0.13;0.35;0.39;0.83;0.41;0.72;0.85;0.29;0.84;0.49;0.45;0.57;0.75;0.12;0.73;0.66;0.23;0.38;0.50;0.71;0.35;0.93;0.85;0.71;0.75;0.72;0.50;0.71;0.16;0.64;0.86;0.00;0.79;0.29;0.45;0.79;0.29;0.77;0.37;0.87;0.47;0.59;0.43;0.61;0.05;0.46;0.45;0.40;0.76;0.02;0.74;0.53;0.96;0.87;0.03;0.71;0.03;0.41;0.58;0.40;0.34;0.06;0.26;0.16;0.21;0.51;0.81;0.79;0.41;0.38;0.91;0.09;0.09;0.73;0.67;0.29;0.08;0.32;0.41;0.24;0.67;0.12;0.50;0.31;0.74;0.52;0.08;0.91;0.31;0.42;0.84;0.23;0.72;0.39;0.69;0.44;0.26;0.79;0.38;0.20;0.41;0.38;0.37;0.83;0.85;0.46;0.76;0.75;0.01;0.07;0.49;0.28;0.22;0.28;0.14;0.87;0.48;0.46;0.05;0.09;0.57;0.22;0.02;0.59;
